id,name,display_name,fitness_discipline,is_active,list_order
77a47c85e6a345df9dbd639b347916c5,Strength for Runners,Strength for Runners,strength,True,144
c394f87aaca547dcade60f754b0341c7,Pre/Postnatal (Strength),Pre/Postnatal,strength,True,145
6fe9faa5af4f4272a00c9f2c9d797d6b,Resistance Bands,Resistance Bands,strength,True,146
6f3663cb0c4840f2bd51661695e481d2,Adaptive Strength,Adaptive,strength,True,147
717e71932a42437f8d837264613fb626,Barre,Barre,strength,True,148
2374fff64b9f4a4aa381bef9c2f4382c,Pilates,Pilates,strength,True,149
f865e7f2ca8e4212b2935b2de5071483,Boxing Bootcamp,Boxing Bootcamp,strength,True,150
0e96bd583efc4c0bb56da2bc5326d447,Floor Bootcamp,Floor Bootcamp,strength,False,151
24fcd278f49d4f8692879b3dbfa52081,Meditation Basics,Meditation Basics,meditation,True,159
1fe59d5407c243f987d9050862213835,Relax & Sleep,Relax & Sleep,meditation,True,160
f4cf26e6059943a0a8e3a6533bb76239,Emotions,Emotions,meditation,True,161
4b09fff90e954436b189f1e593c5db51,Mindfulness,Mindfulness,meditation,True,162
33b4257b1b774511945183dbf7cb2db0,Fitness Focus,Fitness Focus,meditation,True,163
f1bae63c89c144c792dc36e027d470d9,Family & Pre/Postnatal (Meditation),Family & Pre/Postnatal,meditation,True,164
e5a562d940d54e359ec2026838665dc9,Beyond the Pose (Meditation),Beyond the Pose,meditation,True,165
6e5950f60b074f3cb8228837662049db,Breathwork,Breathwork,meditation,True,166
ee52cd1988ca496ab7b130de8ab3d9b2,Zen in Ten,Zen in Ten,meditation,True,167
d690ffee9e6743a2b3ef5ffc1b490d54,Meditation Anywhere,Meditation Anywhere,meditation,True,168
